"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description"
"K00060",69.3195058788377,-4.08352648311997,0.565848947608175,-7.2166370554914,5.3288953294061e-13,3.27944165901525e-12,"tdh; threonine 3-dehydrogenase [EC:1.1.1.103]"
"K00076",71.8818678700779,-4.37197635111204,0.636000754055104,-6.87416850253175,6.23524715637611e-12,3.63270921284521e-11,"hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"K00077",442.932280841756,0.577597612177954,0.0960637041900327,6.01265188603756,1.82512692005823e-09,8.43334507888974e-09,"panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]"
"K00087",34.7717609550237,-3.33639525283104,0.566540629733893,-5.88906616353033,3.88383944497109e-09,1.76129574829802e-08,"ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"
"K00091",255.810228389982,12.0064693673199,0.92584777555805,12.9680814538687,1.85618332417831e-38,2.85577241801359e-37,"E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]"
"K00096",10.1060034698453,-5.37217464612778,1.31581424953089,-4.0827758538434,4.45009403115984e-05,0.000130364531773187,"araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"
"K00097",164.655888069675,-2.8196326347169,0.349368648329534,-8.07065158307319,6.99239920759237e-16,4.82498775886025e-15,"pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]"
"K00099",225.622735748093,-3.05063949469017,0.359555832846734,-8.48446671143437,2.16710295885106e-17,1.56559055496822e-16,"dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]"
"K00100",1025.44416377242,1.52218365594997,0.111539166437585,13.6470775653659,2.10138155679994e-42,3.74641158238066e-41,"bdhAB; butanol dehydrogenase [EC:1.1.1.-]"
"K00111",368.383245593025,1.14572651646847,0.238438739400709,4.8051189976433,1.54659491211711e-06,5.51937737537325e-06,"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"K00116",7.36581144332507,5.38831849233317,1.80721420371905,2.981560504142,0.00286783371934934,0.00669644815636716,"mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]"
"K00117",4.54451712385824,5.07407615056665,1.77857611068889,2.85288671093267,0.0043324063600466,0.00980218737452809,"gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]"
"K00130",6.29624445975938,6.077955268312,2.02679283654317,2.99880439615049,0.00271041255907956,0.00637184706871334,"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]"
"K00134",749.53640026646,1.15812322131906,0.0741686068779451,15.6147360732407,5.77837323090144e-55,1.70236612774217e-53,"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"
"K00135",13.9078410928337,4.63578806577106,1.48797519850189,3.11550089708378,0.00183632790124161,0.00448184847341812,"gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]"
"K00145",482.411117090453,0.275944304603744,0.0760226988355839,3.62976201621749,0.000283682645008806,0.000768700396194768,"argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"
"K00147",458.724528746328,0.396921481679184,0.132841681521138,2.98792876704157,0.00280875009793488,0.0065732664263783,"proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"K00156",92.3445015120207,-2.36626994541636,0.482919660839887,-4.89992464026206,9.58734219944238e-07,3.50888277502058e-06,"poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]"
"K00158",512.313485126554,11.1464154554048,0.659731218623122,16.8953888201133,4.86496318274234e-64,2.04131889506178e-62,"E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]"
"K00161",267.444137206278,5.3446899441535,0.336395468955866,15.8881151424031,7.65962657002734e-57,2.410461270598e-55,"PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"
"K00162",267.444137206278,5.3446899441535,0.336395468955866,15.8881151424031,7.65962657002734e-57,2.410461270598e-55,"PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"
"K00169",30.5882289995205,-4.44310672683909,0.960701527370916,-4.62485652437572,3.74857787440775e-06,1.2387901742474e-05,"porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"K00170",30.5882289995205,-4.44310672683909,0.960701527370916,-4.62485652437572,3.74857787440775e-06,1.2387901742474e-05,"porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]"
"K00171",30.4238652974048,-4.43490318960638,0.96050157837237,-4.61727839856505,3.88805513505745e-06,1.27776748663201e-05,"porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"K00172",30.5882289995205,-4.44310672683909,0.960701527370916,-4.62485652437572,3.74857787440775e-06,1.2387901742474e-05,"porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
"K00174",211.501346802234,-2.85902083943398,0.376896809344274,-7.58568597173352,3.30732566776784e-14,2.11689226870688e-13,"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"K00175",211.501346802234,-2.85902083943398,0.376896809344274,-7.58568597173352,3.30732566776784e-14,2.11689226870688e-13,"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"K00176",109.415713572698,-2.99745856486036,0.400186146547848,-7.49016074323795,6.8789313590122e-14,4.35595744898425e-13,"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"
"K00177",110.810536816586,-2.85658943802186,0.399093608350174,-7.15769277746844,8.2046168989691e-13,5.01205567622318e-12,"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"
"K00179",157.037966587608,-3.28338739262747,0.249989882419445,-13.1340811110045,2.10025388575817e-39,3.5465262770079e-38,"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"K00180",157.037966587608,-3.28338739262747,0.249989882419445,-13.1340811110045,2.10025388575817e-39,3.5465262770079e-38,"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"K00196",4.63896620537109,-4.75694015917885,1.27713283686806,-3.72470272618188,0.000195545516454163,0.000537944420761982,"cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit"
"K00198",4.84096631197808,-4.81860512943867,1.31284612366787,-3.67035027378252,0.00024221831869271,0.000661957168322051,"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]"
"K00208",367.169133371024,1.35794076230826,0.286375294548758,4.74182231553168,2.11804352022115e-06,7.31976105074763e-06,"fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]"
"K00210",87.0949480776003,-2.754983479399,0.453654412884982,-6.07286824761359,1.25645539875293e-09,5.92430842953424e-09,"E1.3.1.12; prephenate dehydrogenase [EC:1.3.1.12]"
"K00226",353.635505637293,1.41532625002041,0.315363943415856,4.48791397865697,7.19239570483649e-06,2.29119722069715e-05,"pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]"
"K00239",128.821627674691,-2.51066881354024,0.436495440318385,-5.75187867188013,8.82571321296935e-09,3.87138465540387e-08,"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"
"K00240",107.655243762832,-2.27841882819677,0.498915636728476,-4.5667416702691,4.95363863070542e-06,1.60510256411469e-05,"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"
"K00241",107.655243762832,-2.27841882819677,0.498915636728476,-4.5667416702691,4.95363863070542e-06,1.60510256411469e-05,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"
"K00243",462.422630696482,0.350718727528889,0.084664661834928,4.14244526497597,3.43622392557529e-05,0.000101884897836115,"K00243; uncharacterized protein"
"K00244",286.910006863617,2.88945139517465,0.194022031030704,14.89238814698,3.6933781973957e-50,8.33820273477268e-49,"frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]"
"K00259",47.8274358350467,-3.66442203573169,0.554330584272684,-6.61053555350845,3.82932132672801e-11,2.08753291223467e-10,"ald; alanine dehydrogenase [EC:1.4.1.1]"
"K00262",323.40023631497,-3.12062680547978,0.274704286264432,-11.3599494493357,6.61829231029504e-30,8.33102613847442e-29,"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"K00265",359.480615577581,1.43505140482041,0.286734766281104,5.00480434735123,5.59187978598726e-07,2.11747207210493e-06,"gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]"
"K00266",694.79912040101,-0.607843596280799,0.0753570597183116,-8.06617984503307,7.25319420031854e-16,4.9883723026694e-15,"gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]"
"K00275",93.6609676870665,-2.16718114939982,0.529684854741778,-4.09145387110667,4.28677222638708e-05,0.000125757428166751,"pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"
"K00278",202.755295300972,-3.04834724388091,0.309246627258031,-9.85733384033779,6.37188619084469e-23,6.07082918274514e-22,"nadB; L-aspartate oxidase [EC:1.4.3.16]"
"K00281",98.1946754147989,-2.17938755570494,0.531650677153476,-4.09928482998207,4.14428757026299e-05,0.000121749438238136,"GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]"
"K00282",20.8501424835173,-3.42535460332004,0.75645241818104,-4.52818250162598,5.94931886935371e-06,1.91280732068849e-05,"gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]"
"K00283",20.8501424835173,-3.42535460332004,0.75645241818104,-4.52818250162598,5.94931886935371e-06,1.91280732068849e-05,"gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]"
"K00284",106.587734840704,-4.23606203549038,0.432002696696706,-9.80563794596951,1.06472072837317e-22,1.00291381080774e-21,"E1.4.7.1; glutamate synthase (ferredoxin) [EC:1.4.7.1]"
"K00287",476.690154902448,0.283854070716264,0.0820544137878477,3.45933945065004,0.000541501993368323,0.00142097238183955,"DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"K00290",143.164028915181,-3.21352613518994,0.339274565653499,-9.47175668473751,2.75176389069912e-21,2.35687158803384e-20,"LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"
"K00297",474.775140862842,0.302228820825246,0.0770343318456779,3.92330034653508,8.73441513868226e-05,0.000248172096348058,"metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"K00298",255.810228389982,12.0064693673199,0.92584777555805,12.9680814538687,1.85618332417831e-38,2.85577241801359e-37,"ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]"
"K00299",6.64342666367602,5.63151061532537,1.82840550919373,3.08001183928213,0.00206992366626294,0.00500784094913004,"ssuE; FMN reductase [EC:1.5.1.38]"
"K00324",6.95338738454011,5.69802785572997,1.83111734573574,3.11177646205984,0.00185965256210757,0.00453611082970924,"pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]"
"K00330",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]"
"K00331",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]"
"K00334",149.616933730046,-2.71985269861263,0.397113938488157,-6.84904868604541,7.43426950067123e-12,4.31312227734473e-11,"nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]"
"K00335",180.592098004268,-2.93601435623792,0.336476747370327,-8.72575706697062,2.6440574306689e-18,1.99698446672702e-17,"nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]"
"K00336",197.221516818145,-3.0688994822969,0.332508037192258,-9.2295497823484,2.71771789173656e-20,2.2488844865087e-19,"nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]"
"K00337",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]"
"K00338",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]"
"K00339",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]"
"K00340",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]"
"K00341",105.350997052202,-2.30646432415943,0.486432048613054,-4.74159614017161,2.12040992397503e-06,7.32184773415817e-06,"nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]"
"K00342",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]"
"K00343",105.26964745911,-2.30509374913268,0.486703171028238,-4.73613875221483,2.1782848234277e-06,7.45968273414565e-06,"nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]"
"K00346",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.8]"
"K00347",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.8]"
"K00348",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.8]"
"K00349",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.8]"
"K00350",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.8]"
"K00351",101.673548071178,-2.71453837046505,0.417153291464994,-6.50729222567538,7.65174749309331e-11,4.00319383958559e-10,"nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.8]"
"K00364",262.662102563478,5.502408008806,0.360802456572021,15.2504726854808,1.6344560089993e-52,4.4963776565451e-51,"E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]"
"K00366",30.2874660341315,-3.18081680828521,0.879456063986919,-3.61680013196489,0.000298267432398313,0.000806117706039423,"nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]"
"K00375",152.41444968879,-2.55029152930731,0.742019533830331,-3.43696009745541,0.000588282263138543,0.0015379008943219,"K00375; GntR family transcriptional regulator / MocR family aminotransferase"
"K00380",7.83340153371732,5.47803510964915,1.76705297290875,3.10009671109732,0.00193457464583637,0.00470229554055253,"cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"
"K00383",517.383890146071,9.77994677029338,0.419433409463649,23.3170428240313,2.97773014115727e-120,7.27617118021606e-118,"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
"K00384",848.96941924012,0.617676353429522,0.068986587321399,8.95357166389248,3.44162265321654e-19,2.7128084443001e-18,"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]"
"K00425",368.369362257074,1.32928727711076,0.287272536636904,4.62726890872587,3.70519296640869e-06,1.23130972659694e-05,"cydA; cytochrome bd ubiquinol oxidase subunit I [EC:1.10.3.14]"
"K00426",369.987545950748,1.33705583081881,0.286494508380203,4.66695099455249,3.05702204404405e-06,1.0290818128816e-05,"cydB; cytochrome bd ubiquinol oxidase subunit II [EC:1.10.3.14]"
"K00432",361.722182807258,1.56675476501926,0.307468173096895,5.09566485935282,3.47519445340224e-07,1.34538282939729e-06,"gpx; glutathione peroxidase [EC:1.11.1.9]"
"K00457",7.84604806407983,6.39740379174966,2.03034739884778,3.15089121959137,0.00162773101520911,0.00399490226650716,"HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]"
"K00525",409.507166554484,0.86760421239776,0.232997513182909,3.72366297195913,0.00019635301011065,0.000539451325396587,"E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"
"K00526",304.475918804881,2.66429610387448,0.21040004602357,12.6630015260359,9.48040328477823e-37,1.37697885471919e-35,"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"K00527",603.095769998118,-0.4009698074865,0.0965363730222041,-4.15356196771836,3.27339513463625e-05,9.72652602952718e-05,"rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]"
"K00528",133.092864605205,-3.38018154426699,0.5467273771562,-6.18257231208905,6.30654064532917e-10,3.08204351067028e-09,"fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]"
"K00533",54.5591324063054,-4.06824673992624,0.607985900751263,-6.69135046536322,2.21120382120067e-11,1.22471208976901e-10,"E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]"
"K00537",480.981670776902,0.270836167172966,0.0793345683825261,3.41384812062102,0.000640522713455897,0.00166921665727465,"ARSC1, arsC; arsenate reductase [EC:1.20.4.1]"
"K00547",9.24790253887481,-4.20715542758,1.13921896412777,-3.69301737423338,0.000221608876193769,0.000606962678212564,"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]"
"K00548",234.330518289537,-3.0756708585316,0.367342918989352,-8.37275118026912,5.62883757712159e-17,4.02447354481292e-16,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"K00549",528.20974943076,6.03591861316758,0.582854881632167,10.3557828944749,3.93950271833922e-25,4.07081947561719e-24,"metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"K00560",456.556651239198,0.42944843738278,0.0998772142545749,4.29976387094826,1.70980187428707e-05,5.2262818144139e-05,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"K00563",533.934132864435,4.59385190195443,0.288417780158232,15.9277694302832,4.06604870906562e-57,1.309330723834e-55,"rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]"
"K00564",274.154320533479,4.34324568592946,0.438267802599634,9.91002683785353,3.76545013945624e-23,3.62916006480307e-22,"rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]"
"K00567",484.836032758147,0.246976324603854,0.0796735516253143,3.09985333357956,0.00193616490962595,0.00470340879215566,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
"K00574",287.226138633307,3.71799729927548,0.138370128181728,26.8699418590728,4.93307304511527e-159,5.12299635735221e-156,"cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"K00595",108.486209344958,-3.77108499853055,0.562685254017457,-6.70194388711234,2.05665018571324e-11,1.14368472174736e-10,"cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"
"K00600",497.78508690154,0.2313318169401,0.077560699769674,2.98259063710188,0.00285820004406903,0.00667770696460223,"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
"K00603",91.4464956695237,-2.83736682632599,0.441779749706773,-6.42258235740607,1.33981718518945e-10,6.88811953870912e-10,"fctD; glutamate formiminotransferase [EC:2.1.2.5]"
"K00605",116.524365849241,-2.13397463914248,0.498283465443369,-4.28265191830856,1.84678957924304e-05,5.62844014099455e-05,"gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]"
"K00606",116.000096845024,-2.15880902439808,0.533730253344423,-4.04475671159861,5.23774875186593e-05,0.000151726696759073,"panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]"
"K00610",197.525355034644,-3.43197525072521,0.200923780506685,-17.0809808678223,2.0563278241043e-65,9.28476715361875e-64,"pyrI; aspartate carbamoyltransferase regulatory subunit"
"K00611",641.858517382657,1.92499387660469,0.202591068735178,9.50186939939091,2.06155627181489e-21,1.81819633824184e-20,"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"
"K00615",776.950879948471,-0.879234103858642,0.156236338871826,-5.62759029178195,1.82744510980312e-08,7.78585331909966e-08,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]"
"K00616",190.825265196586,-2.97808614593216,0.309225632832585,-9.63078680978718,5.92738581120592e-22,5.34107606502156e-21,"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
"K00620",379.890688670989,0.978527770584754,0.213209514574199,4.58951267976466,4.44282011418625e-06,1.44748821602586e-05,"argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]"
"K00625",466.857212393215,0.281989819315219,0.0964257395679144,2.92442474985228,0.0034509350544591,0.00795956924831933,"E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]"
"K00626",584.082480467787,3.43533446135002,0.18065814281179,19.015663550405,1.26525826304161e-80,1.01074669705286e-78,"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
